,meal_type,name,url,image_url,alt,description
1477,main-course,Vegetable tagine with apricot quinoa,/recipes/vegetable-tagine-apricot-quinoa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vege-tagine-with-apricot-quinoa-cf506c5.jpg?quality=90&resize=93,85",Vegetable tagine with apricot quinoa,Niomi Smart's beautifully vibrant vegan recipe is a good source of iron and gives you all 5 of your 5-a-day! Make good use of seasonal vegetables and spices
1478,main-course,Spicy pies with sweet potato mash,/recipes/spicy-pies-sweet-potato-mash,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spicy-pies-75955b0.jpg?quality=90&resize=93,85",Spicy pies with sweet potato mash,"This pie is loosely based on the flavours of an American sloppy joe, but we've topped it with mash as an alternative to the traditional cottage pie"
1479,main-course,Mango chutney baked feta with lentils,/recipes/mango-chutney-baked-feta-lentils,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mango-chutney-baked-feta-with-lentils-04b4e52.jpg?quality=90&resize=93,85",Lentil salad with feta and tomatoes on plate,"Pack in three of your 5-a-day with a baked feta and lentil salad, using mango chutney as a glaze for the cheese. An easy veggie supper for two"
1480,main-course,Griddled chicken with quinoa Greek salad,/recipes/griddled-chicken-quinoa-greek-salad,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201615_11-0e0c869.jpg?quality=90&resize=93,85",Griddled chicken with quinoa Greek salad,"A light dish of grilled chicken fillets and authentic salad with Kalamata olives, feta cheese, tomato and mint"
1481,main-course,Goat curry,/recipes/goat-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1047532_11-dd713ee.jpg?quality=90&resize=93,85",Goat curry,Cheap cuts like goat and mutton require slow-cooking in strong spices to tenderise - this one-pot is a taste sensation
1482,main-course,Cannellini bean & fennel ragu,/recipes/cannellini-bean-fennel-ragu,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/fennel_ragu-291d6b2.jpg?quality=90&resize=93,85",Cannellini bean & fennel ragu in a pan with a pot of gremolata alongside,"Get four of your five-a-day in this comforting cannellini bean and fennel ragu with pancetta, tomatoes and a herby gremolata topping"
1483,main-course,Beef stew & dumplings,/recipes/lighter-beef-stew-dumplings,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lighter-beef-stew-dumplings-3151f9a.jpg?quality=90&resize=93,85",Healthy beef stew & dumplings in a white bowl,Make this hearty beef stew with dumplings for a warming meal. We've made this dish lighter by using a lean cut of beef and added chunky vegetables to boost fibre.
1484,main-course,Fruity pork steaks,/recipes/fruity-pork-steaks,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-229510_12-cee4981.jpg?quality=90&resize=93,85",Fruity pork steaks,"This winter warmer is quick, delicious and packed with healthy ingredients - all it needs is a dollop of mash"
1485,main-course,Slow-braised pork shoulder with cider & parsnips,/recipes/slow-braised-pork-shoulder-cider-parsnips,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1098471_11-0dd8b60.jpg?quality=90&resize=93,85",Slow-braised pork shoulder with cider & parsnips,"Shoulder is the ideal cut for this warming one-pot, which is packed with autumnal flavours and perfect served with a side of mash"
1486,main-course,Vietnamese-style caramel pork,/recipes/vietnamese-style-caramel-pork,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vietnamese-caramel-pork-5e1c6e0.jpg?quality=90&resize=93,85",Vietnamese-style caramel pork,"Stir-fry chunks of pork with shallots, ginger and chilli in a wok then add fish sauce and brown sugar for a sweet, sticky and spicy sauce"
1487,main-course,Vegan bolognese,/recipes/vegan-bolognese,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-bolognese-b4f9b85.jpg?quality=90&resize=93,85",Vegan bolognese on plate with fork,"Try our hearty vegan bolognese for a quick, healthy and satisfying dinner. Our simple pasta dish packs in four of your 5-a-day and it's even low-fat"
1488,main-course,"Gnocchi with courgette, mascarpone & spring onions",/recipes/gnocchi-courgette-mascarpone-spring-onions,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-653610_11-bfc0396.jpg?quality=90&resize=93,85","Gnocchi with courgette, mascarpone & spring onions",Try this new way of serving an Italian classic to make a change from pasta
1489,main-course,Baked courgette & tomato gratin,/recipes/baked-courgette-tomato-gratin,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-and-tomato-gratin-2477704.jpg?quality=90&resize=93,85",Baked courgette & tomato gratin in a casserole dish,"Make the most of courgette and tomatoes in this gratin, with melted mozzarella, fresh basil and a crunchy breadcrumb topping. It's a great freezing dish "
1490,main-course,Courgette & broad bean risotto with basil pesto,/recipes/courgette-broad-bean-risotto-basil-pesto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/courgette-and-broad-bean-risotto-0af8507.jpg?quality=90&resize=93,85",Courgette & broad bean risotto with basil pesto served in a white bowl,Make this vibrant risotto with courgettes and broad beans to make the most of summer veg. Swirl through homemade pesto for a fabulous starter or main
1491,main-course,Maple & mustard glazed ham,/recipes/maple-mustard-glazed-ham,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-441503_11-f1422eb.jpg?quality=90&resize=93,85",Maple & mustard glazed ham,Gordon Ramsay’s succulent maple-glazed ham is perfect for a Boxing Day feast
1492,main-course,Tuna & sundried tomato pasta bake,/recipes/tuna-sundried-tomato-pasta-bake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tuna-sundried-tomato-pasta-bake-faac5a7.jpg?quality=90&resize=93,85",Tuna & sundried tomato pasta bake,"An easy storecupboard supper, that can be out of the oven and on the dinner table in 25 minutes"
1493,main-course,Paillard of chicken with lemon & herbs,/recipes/paillard-chicken-lemon-herbs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/paillard-b20b637.jpg?quality=90&resize=93,85",Paillard of chicken with lemon & herbs,"Pounding meat until thin and flat is a great technique for barbecued chicken breast, as it ensures it won’t dry out. Try this version with lemon and herbs."
1494,main-course,Creamy chicken & asparagus braise,/recipes/creamy-chicken-asparagus-braise,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/creamy-chicken-asparagus-braise-f541cb2.jpg?quality=90&resize=93,85",Creamy chicken & asparagus braise,"This delightfully summery, low-calorie, low-fat dish packs in plenty of greens and has a yogurt, tarragon and garlic sauce"
1495,main-course,"Cheesy ham hock, spinach & ricotta lasagne",/recipes/cheesy-ham-hock-spinach-ricotta-lasagne,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheesy_ham_hock_spinach_ricotta_lasagne-ba32dc8.jpg?quality=90&resize=93,85","Cheesy ham hock, spinach & ricotta lasagne in a casserole dish","Try a twist on lasagne and combine creamy ricotta, spinach and nutmeg with ham hock to make an easy dinner. It’s ideal for feeding a hungry crowd "
1496,main-course,Indonesian fried rice with mackerel,/recipes/indonesian-fried-rice-mackerel,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-653582_11-7a50bcd.jpg?quality=90&resize=93,85",Indonesian fried rice with mackerel,"On the table in just 20 minutes and cheap to make too, this one-pan supper will satisfy everyone"
1497,main-course,Lemony prawn & pea risotto,/recipes/lemony-prawn-pea-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-192513_11-d64d6fc.jpg?quality=90&resize=93,85",Lemony prawn & pea risotto,"Stirring can be strangely soothing, as you'll find when preparing this summery seafood risotto"
1498,main-course,Lincolnshire sausage & lentil simmer,/recipes/lincolnshire-sausage-lentil-simmer,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1403_11-7ce2fe2.jpg?quality=90&resize=93,85",Lincolnshire sausage & lentil simmer,A one-pot hearty stew to share with friends and family - you can make ahead and freeze it if you prefer
1499,main-course,Cheese & bacon quiche,/recipes/caramelised-onion-quiche-cheddar-bacon,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/caramelised-onion-quihe-with-cheddar-bacon-4267ce6.jpg?quality=90&resize=93,85",Caramelised onion quiche with cheddar & bacon,"Make quiche Lorraine to perfection every time with this easy recipe for a crisp pastry base and rich smoked bacon, cheese and thyme filling"
1500,main-course,Slow cooker Moroccan lamb stew,/recipes/slow-cooker-moroccan-lamb-stew,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker-moroccan-lambs-stew-6d2fa50.jpg?quality=90&resize=93,85",Lamb stew with couscous on plate with fork,"Warm up with our easy slow cooker lamb stew, with aromatic spices and bags of flavour. This simple, crowd-pleasing dish takes just 10 minutes to prep"
1501,main-course,Baked chicken breast,/recipes/baked-chicken-lemon,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baked-chicken-64d9dd7.jpg?quality=90&resize=93,85",Baked chicken with lemon served in a roasting tray,Spruce up chicken breasts with fresh thyme and lemon – whether or not you use skin-on chicken is up to you. Orange and rosemary also work well as flavourings
1502,main-course,Steamed trout with mint & dill dressing,/recipes/steamed-trout-mint-dill-dressing,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/440-400-steamed-trout-with-mint-dill-dressing-f6dad6a.jpg?quality=90&resize=93,85","A bowl with potatoes, asparagus, beans, peas and trout fillets with a dill sauce","Steam these trout fillets and green veg for a delicious dinner that's packed with nutrients, including omega-3 fats, calcium, folate, fibre, vitamin C and iron"
1503,main-course,"Miso, mushroom & brisket pie",/recipes/miso-mushroom-brisket-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/miso-mushroom-brisket-pie-9fcb676.jpg?quality=90&resize=93,85","Miso, mushroom & brisket pie with a slice taken out","Try this beef pie and you won't look back. It will smack you round the chops with its umami richness from the miso, soy, parmesan and porcini ingredients"
1504,main-course,Veggie lasagne,/recipes/veggie-lasagne,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1273570_8-93f37b7.jpg?quality=90&resize=93,85",Veggie lasagne,A light but luscious vegetarian lasagne to tickle your taste buds - it contains just 13g of fat compared to the more usual 19g
1505,main-course,Italian stuffed chicken,/recipes/italian-stuffed-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338809_12-b2c1cc2.jpg?quality=90&resize=93,85",Italian stuffed chicken,"Chicken recipes are always among the most searched-for on bbcgoodfood.com, so the cookery team came up with this quick and easy supper dish specially"
1506,main-course,Sesame pork meatballs with chilli noodle broth,/recipes/sesame-pork-meatballs-chilli-noodle-broth,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sesame-pork-meatballs-with-chilli-noodle-broth-dea2294.jpg?quality=90&resize=93,85",Sesame pork meatballs with chilli noodle broth,Transform pork mince into an Asian-inspired supper in just 40 minutes with this easy recipe - a true weeknight winner
1507,main-course,Lamb & spinach spanakopita,/recipes/lamb-spinach-spanakopita,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lamb-and-spinach-spanakopita-3c19aa7.jpg?quality=90&resize=93,85",Lamb & spinach spanakopita with a slice taken out,"Make this stunning spanakopita - 'spinach pie'. Traditionally made with filo pastry, feta and spinach, here we’ve added lamb, slow-cooked in stock"
1508,main-course,Classic pesto,/recipes/classic-pesto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1123452_10-4dc9ed4.jpg?quality=90&resize=93,85",Classic pesto in a jar with a spoon,Whizz up delicious homemade pesto in under 15 minutes using just five ingredients. This herby Italian-style sauce is great stirred through pasta for a quick meal
1509,main-course,Simple squash risotto,/recipes/simple-squash-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328145_11-81ec57f.jpg?quality=90&resize=93,85",Simple squash risotto,Roasted squash gives this vegetarian supper for two a deep autumnal flavour
1510,main-course,"Ricotta, tomato & spinach frittata",/recipes/ricotta-tomato-spinach-frittata,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-589465_11-e8b46c3.jpg?quality=90&resize=93,85","Ricotta, tomato & spinach frittata",Healthy veggie bites that are packed with flavour - a midweek must
1511,main-course,"Roasted new potato, kale & feta salad with avocado",/recipes/roasted-new-potato-kale-feta-salad-avocado,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-new-potato-kale-feta-salad-with-avocado-c08a61c.jpg?quality=90&resize=93,85","Roasted new potato, kale & feta salad with avocado served on a plate","Serve this filling salad as a healthy veggie supper during the week. It's packed with nutrient-rich kale, new potatoes, avocado, feta and pumpkin seeds"
